document_id,clean_text,sentiment
11,nisei male born april oak grove oregon grew hood river oregon area parent ran farm world war ii remov pinedal assembl center california tule lake concentr camp california minidoka concentr camp idaho volunt serv u armi war militari servic return hood river area,negative
12,nisei femal born januari bellevu washington grew bellevu remov pinedal assembl center tule lake concentr camp california world war ii leav camp return bellevu,negative
13,nisei male born may world war ii serv interpret militari intellig servic,neutral
14,nisei male born juli world war ii serv militari intellig servic,neutral
15,nisei male born septemb seattl washington spent prewar childhood seattl nihonmachi incarcer puyallup assembl center washington minidoka concentr camp idaho refus particip draft imprison mcneil island penitentiari washington draft resist resettl seattl,negative
16,nisei male born januari seattl washington incarcer puyallup assembl center washington minidoka concentr camp idaho resist draft rational u govern classifi c enemi alien therefor oblig serv imprison mcneil island penitentiari washington vocal critic japanes american citizen leagu resettl seattl washington thought model main charact john okada nono boy,negative
17,femal suquamish filipino descent born januari grew squamish reserv near vancouv british columbia canada move bainbridg island work strawberri farm marri rais famili,positive
18,nisei femal born januari portland oregon grew portland parent ran hotel world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return portland,negative
19,white male born novemb seattl washington son reverend emeri andrew japanes baptist church minist seattl mani year japanes american seattl remov minidoka concentr camp idaho emeri brook move famili twin fall idaho minist nikkei camp visit japanes american friend minidoka throughout war year world war ii return seattl attend bailey gatzert elementari school recent year return former site minidoka concentr camp,neutral
20,white femal born june seattl washington grew central district seattl mother ran board hous discus reaction japanes american peer leav seattl world war ii,neutral
21,nisei male born januari kealakekua hawaii father congreg preacher world war ii serv th battalion europ activ hawaii democrat parti campaign statehood,neutral
22,sansei femal born octob san francisco california world war ii remov granada amach concentr camp colorado famili briefli left camp utah voluntarili enter topaz concentr camp utah mother pregnant leav camp return san francisco resum elementari school,positive
23,nisei male born juli saratoga california grew saratoga father work garden larg estat bomb pearl harbor father move famili inland reedley attempt avoid mass remov eventu remov poston concentr camp arizona leav camp return california graduat stanford univers master mechan engin went establish prestig career aerospac industri becom presid lockhe martin missil space,neutral
24,nisei femal born decemb lo angel california grew gardena parent ran chicken farm bomb pearl harbor move temporarili live famili reedley california remov poston concentr camp arizona visit differ camp sakay met futur husband georg aratani marri minneapoli minnesota georg serv militari intellig servic leav camp sakay georg return lo angel rais famili sakay found member montebello japanes woman club also one first woman serv board sumitomo bank california,negative
25,nisei male world war ii serv compani part nd regiment combat team alljapanes american fight unit one highli decor militari unit u histori interview discus experi train camp shelbi mississippi fight europ battl battl lost battalion,neutral
26,japanes femal born novemb shizuoka japan attend school world war ii war enter nurs profess becam involv number social polit caus marri kibei nisei move unit state,positive
27,nisei femal born march boyl height neighborhood lo angel california world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp move famili new orlean louisiana remain new orlean thirteen year finish school establish career microbiologist eventu return lo angel,positive
28,nisei male born june portland oregon grew portland parent ran hotel groceri busi draft armi prior bomb pearl harbor transfer armi reserv world war ii remov portland assembl center oregon minidoka concentr camp idaho war return portland establish success travel agenc,positive
29,nisei femal born march vashon island washington rais vashon island de moin washington remov two child pinedal assembl center california later transfer tule lake concentr camp california minidoka idaho resettl chicago illinoi live work chicago eventu return seattl washington,positive
30,brent seto bill tashima interview sarah e baker baker fourtim chapter presid twotim nation jacl vicepresid local activist commun organ actordancerdirector balanc task work full time fulltim undergraduategradu student baker organ two communitywid gather support api lgbtq youth famili galvan seattl jacl oppos muslim travel ban plan pnwdc nation youthstud council activ much,positive
31,male japanes frenchirish descent born octob lo angel california child resid child home societi orphanag lo angel world war ii transfer manzanar concentr camp child villag orphan adopt camp famili bishop california eventu becam teacher,neutral
32,elain kim bill tashima interview kathryn bannai kathryn bannai lead counsel gordon hirabayashi coram nobi case februari among critic work success defeat govern effort dismiss hirabayashi case led overturn hirabayashi convict resist curfew exclus order promulg eo bannai seattl jacl presid pivot period chapter period chapter expand work toward wwii japanes american redress age health issu issei nisei youth program bannai also forg partnership japanes canadian share wwii experi injustic bannai third woman chapter presid one earliest sansei chapter presid bannai board first seattl jacl board major sansei also major femal membership,positive
33,sansei femal born lo angel california grew gardena california surround larg japanes american commun influenc father role commun polit mother emphasi educ attend univers california santa barbara becam increasingli awar japanes american histori issu ethnic ident racial inequ attend univers san francisco school law hone commit polit social activ year law school join team lawyer work reopen suprem court decis korematsu v unit state convict violat exclus order world war ii mr korematsu case went way suprem court exclus incarcer japanes american upheld constitut base govern argument militari necess petit writ error coram nobi establish case premis error fact withheld judg defens prosecut legal team reopen case provid evid factual underpin exclus order fraudul success korematsu convict vacat well hand similar convict interview m bannai discus coram nobi legal team support effort among japanes american commun person lesson gain part effort,negative
34,nisei male born juli delta colorado grew small mine farm town colorado utah arizona famili move boyl height lo angel california area graduat high school test discrimin employ practic eventu succeed obtain job bank world war ii famili held manzanar concentr camp california mr bannai join nd regiment combat team later transfer u militari intellig servic serv new guinea elsewher oversea interpret alli translat interpret servic ati interpret surrend japanes forc ceremoni indonesia marri eventu resettl gardena california work floral industri found bannai realti insur compani extrem activ commun civic volunt mr bannai join elk club well mani veteran organ elect gardena citi council elect california state legislatur mr bannai becam execut director commiss wartim reloc intern civilian cwric appoint chief director memori affair depart veteran administr presid ronald reagan,positive
35,nisei femal born juli bedderavia california given adopt parent coupl could child grew famili farm one oldest nisei santa barbara area california incarcer puyallup assembl center washington minidoka concentr camp idaho widow clarenc arai lawyer key figur found japanes american citizen leagu interview discus childhood memori marri clarenc turbul war year war support famili care ail clarenc death remarri georg bartholomew,negative
36,sansei male famili own linc tackl longtim japanes american busi seattl washington prior world war ii father becam owner togo tackl shop war remov puyallup assembl center washington minidoka concentr camp idaho famili camp prewar insur agent paid premium could retain insur polici return seattl gerald father abl use fund polici establish linc,positive
37,nisei femal born octob lo angel california grew lo angel involv earli age tradit japanes danc stage perform world war ii remov famili santa anita assembl center california rohwer concentr camp arkansa leav camp famili resettl denver colorado ten year return california war pursu career model actor time got involv numer japanes american commun group,negative
38,nisei femal born juli walnut grove california grew walnut grove bomb pearl harbor remov famili merc assembl center california granada amach concentr camp colorado left camp attend board school new york eventu return walnut grove marion pas away decemb,positive
39,femal filipino american descent born seattl washington grew bainbridg island washington granddaught felix nart one wellknown filipino men bainbridg island work japanes american strawberri farmer,neutral
40,white male grew pasadena california parent flower grow busi provid flower santa anita racetrack fifti year world war ii visit japanes american friend santa anita assembl center california gila river concentr camp arizona,negative
41,white male born may albani new york founder execut director american civil liberti union northern california fought civil right throughout career involv gener strike san francisco mccarthi era free speech civil right antiwar movement repres fred korematsu case unit state govern,positive
42,elain kim joy misako st germain interview theo bickel theo introduct jacl intern nation jacl jacl nation convent la vega bill tashima invit theo work collabor seattl jacl chapter theo focu strengthen commun among jacl member execut jacl leadership encourag commun engag work civil right social justic theo reflect one meaning event help coordin alongsid puyallup valley jacl chapter th anniversari puyallup assembl center camp harmoni event reconnect differ gener japanes american site camp harmoni mani individu share stori help heal trauma incarcer creat within fairground wwii theo share thought import jacl activ fight justic erad hate creat prejudic seattl jacl chapter serv strong platform make genuin connect authent individu commit enact social chang japanes american bipoc immigr commun mani dear jacl friend colleagu pas theo express confid futur chapter transform way compar past,positive
43,nisei femal born june seattl washington rais south park washington famili oper small produc farm attend cleveland high school univers washington senior year colleg decemb father pick fbi follow bomb pearl harbor sent missoula intern camp montana famili remov pinedal assembl center tule lake concentr camp california work lab technician tule lake hospit left camp attend woman medic colleg philadelphia pennsylvania resid tuberculosi hospit detroit michigan special radiolog practic michigan tennesse washington california retir,positive
44,nisei femal born august portland oregon lost father earli age mother sibl set famili farm greenhous busi world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon,negative
45,white male born februari seattl washington grew seattl father gene boyd work seattl park depart gene boyd athlet director collin field hous close relationship member japanes american commun seattl notabl world war ii gene boyd donat athlet equip japanes american youth held puyallup assembl center washington,negative
46,born bethesda maryland redress movement work depart justic offic redress administr os establish identifi administ repar payment elig individu administr offic redress administr well execut offic civil right crimin divis retir depart justic work privat sector saic unisi dla piper llp,positive
47,male spanish irish descent born march santa monica california move salina california teenag enlist militari station philippin japanes bomb pearl harbor captur japanes militari forc infam bataan death march held prison war releas return unit state,neutral
48,nisei femal born februari grew california world war ii remov poston colorado river concentr camp arizona leav camp work war reloc author offic san francisco,neutral
49,white male born grew bainbridg island washington join navi world war ii eventu return bainbridg,neutral
50,white femal born denver colorado father work bureau reclam time wwii broke famili live minidoka concentr camp idaho mr chandler child time attend elementari school minidoka move twin fall junior high high school year attend univers washington live lopez island washington spend part year small commun hondura,positive
51,born washington dc redress movement work depart justic offic redress administr os establish identifi administ repar payment elig individu work os deputi director verif unit leav os went work deputi execut offic depart justic civil right divis deputi director manag depart health human servic offic civil right act inspector gener offic inspector gener chief administr offic dla piper llp,positive
52,nisei femal born januari lo angel california grew lo angel father ran success produc busi world war ii remov santa anita assembl center california rohwer concentr camp arkansa leav camp return lo angel attend colleg eventu earn master degre social work practic social work lo angel eventu chicago illinoi,positive
53,nisei male born septemb colusa california child famili move stockton california parent own hotel attend univers california berkeley japan bomb pearl harbor famili sent rohwer concentr camp arkansa left camp live chicago illinoi becam optometrist,positive
54,camila nakashima bill tashima interview ryan chin ryan chin seattl jacl chapter presid also threetim nation jacl vicepresid chin becam activ seattl jacl student uw organ success event presid chin transform bring chapter age technolog work tirelessli improv chapter infrastructur area board respons fiscal oversight,positive
55,sansei femal born august berkeley california remov tanforan assembl center california topaz concentr camp utah famili resettl north platt nebraska father oper flower shop receiv undergradu degre educ sociolog hast colleg nebraska attend mccormick seminari illinoi marri husband frank christ work teacher school desegreg effort,negative
56,nisei femal born may minidoka concentr camp idaho prior world war ii parent live hood river oregon bomb pearl harbor remov pinedal assembl center california tule lake concentr camp california transfer minidoka leav camp famili resettl chicago parent took job factori vietnam war move canada husband civil right movement activist act resist awardwin author book sideway memoir misfit,positive
57,white male born may visalia california attend school sacramento california enrol univers southern california involv develop new progress educ theori stanford univers teach high school sacramento california pearl harbor bomb work teacher minidoka concentr camp idaho,positive
58,sansei femal grew know littl parent world war ii incarcer experi,neutral
59,born atlanta georgia redress movement work depart justic offic redress administr os establish identifi administ repar payment elig individu legal counsel os leav os chief deputi chief freedom inform actprivaci act branch civil right divis u depart justic,positive
60,kibei male born decemb sacramento california grew sacramento parent ran hotel travel japan father japan could return unit state impend war live hiroshima unit state drop atom bomb return unit state world war ii continu talk wartim experi,positive
61,nisei femal born septemb san francisco california grew japantown area san francisco world war ii remov tanforan assembl center california topaz concentr camp utah leav camp famili live time weiser idaho run farm eventu return california,positive
62,white male born decemb new york citi new york charl phelp taft professor emeritu histori univers cincinnati serv consult commiss wartim reloc intern civilian research written numer book japanes american experi includ prison without trial japanes american world war ii american concentr camp documentari histori reloc incarcer japanes american,positive
63,white femal born novemb seattl washington parent chiropractor support japanes american around time world war ii attend univers washington becam friend gordon hirabayashi,neutral
64,alison fujimoto joy st germain interview chapter presid janic deguchi tenur third gener sansei deguchi one youngest chapter presid deguchi help lead chapter form coalit poc group fight initi would bar affirm action program washington state although unsuccess deguchi jacler use momentum keep coalit togeth revis apac asian pacif american coalit equal organ deguchi along jill beppu oversaw threeyear project instal art mural pike place market commemor ja farmer market prior wwii made stall never return war,positive
65,white male born juli san francisco california grew san francisco induct militari follow bomb pearl harbor assign servic militari policeman manzanar concentr camp california serv oversea europ militari servic return san francisco,neutral
66,born newport news virginia redress movement work depart justic offic redress administr os establish identifi administ repar payment elig individu work document technician os os sunset continu work depart justicecivil right divis field,positive
67,nisei femal born octob lo angel california grew sever citi california father minist live riversid california world war ii broke war remov poston concentr camp arizona left camp finish high school ohio attend uc berkeley ucla war work attorney wayn collin fought behalf japanes american renounc u citizenship camp,positive
68,sansei male born san jose california rais san jose parent grandpar own store japantown remov santa anita assembl center california heart mountain concentr camp wyom return san jose war famili reestablish busi dobashi market mr dobashi eventu took busi,positive
69,nisei femal born lo angel california world war ii remov pomona assembl center california heart mountain concentr camp wyom,negative
70,yonsei femal born august chicago illinoi grew chicago parent famili resettl world war ii involv variou chicago commun group includ particip kansha project jacl program young japanes american chicago learn wartim incarcer,positive
71,nisei male born march sacramento california grew sacramento father migrant farm labor world war ii remov marysvil assembl center california tule lake concentr camp california transfer famili heart mountain concentr camp wyom return california war,negative
72,niseisansei femal born decemb lo angel california world war ii sent famili santa anita assembl center california rohwer concentr camp arkansa leav camp live quakerrun hostel cincinnati ohio eventu move chicago illinoi parent ran cleaner busi,positive
73,nisei femal born februari portland oregon grew portland sent educ japan age sixteen marri child japan work militari govern world war ii return portland famili,neutral
74,white male born spokan washington serv pastor first methodist church portland oregon mainli japanes american congreg thirteen year,positive
75,nisei male born januari clovi new mexico father work santa fe railroad januari offici round japanes american clovi remov town without warn middl night respons angri mob townspeopl threaten japanes american taken unus former ccc camp old raton ranch held guard end mr ebihara famili transfer topaz concentr camp utah resettl cleveland ohio remain ohio establish success optometri practic,positive
76,nisei femal born juli seattl washington spent childhood seattl nihonmachi japantown parent ran u hotel attend bailey gatzert grade school washington junior high school move north seattl older sibl oper produc stand graduat roosevelt high school work waitress tokyo cafe move spokan washington part voluntari evacu period march marri husband ed edamatsu work domest retir,positive
77,nisei femal born juli grew bainbridg island washington parent ran farm world war ii remov manzanar concentr camp california transfer minidoka concentr camp idaho leav camp return bainbridg island,neutral
78,nisei femal born januari lo angel california world war ii incarcer manzanar concentr camp california wrote manzanar free press incarcer resettl world war ii madison wisconsin chicago illinoi return lo angel california found member nisei progress manzanar committe,positive
79,nisei male born januari brother frank emi leader heart mountain fair play committe fpc incarcer help fpc organ,positive
80,nisei male born septemb lo angel california attend lo angel citi colleg one year leav run famili produc busi marri daughter remov pomona assembl center california heart mountain concentr camp wyom leader heart mountain fair play committe convict resist draft imprison eighteen month leavenworth kansa leav prison work u post offic california state unemploy offic mr emi practic judo young person war postwar taught hollywood judo dojo,positive
82,nisei male born septemb milwauki oregon world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return oregon,negative
83,nisei male born februari san francisco california grew san francisco attend univers california berkeley bomb pearl harbor remov tanforan assembl center california topaz concentr camp utah serv militari intellig servic war resettl new york,positive
84,white femal born juli fullerton california grew bishop california rememb vise manzanar concentr camp california world war ii,neutral
85,nisei femal born novemb harwick california world war ii age nine remov famili fresno assembl center california jerom rohwer concentr camp arkansa leav camp resettl chicago time move florida attend colleg appear stage product world suzi wong new york went establish act career film stage,positive
86,white male born brooklyn new york grew new york father mechan world war ii enlist air forc sent serv japan met futur wife got marri return u establish success career feder aviat administr,positive
87,shinissei femal born march kasuga fukuoka japan grew kasuga parent ran farm graduat girl high school u occup japan met futur husband u serviceman immigr unit state war bride,positive
88,male italian irish descent born baltimor maryland grew countrysid outsid baltimor parent younger sister matern grandmoth rais cathol attend public school graduat age seventeen began work baltimor news post draft call serv one year u arm forc join armi age twentyon well awar hitler aggress europ fairli certain u would join war effort stop went basic train month away discharg time bomb pearl harbor mr frisino share memori day pearl harbor bomb person reaction bomb went train radio oper met marri wife harriett went rigor offic candid school ship oversea fight year jungl burma commun suppli offic return home wife seattl washington began career seattl postintelligenc work year interview mr frisino share memori life well perspect issu race ethnic,positive
89,nisei male born may marysvil california famili oper farm prior world war ii follow bomb pearl harbor remov merc assembl center california granada amach concentr camp colorado remain colorado war,negative
90,kibei male born august portland oregon sent sibl educ japan ten year old return unit state world war ii incarcer portland assembl center oregon minidoka concentr camp idaho activ seattl postwar japanes american commun member past presid first hill lion club past presid atlant street center past presid franklin high school band pta past zone chairman japanes american citizen leagu jacl past jacl district governor area b interview discus childhood memori japan japanes attitud valu,negative
91,nisei femal born march nyssa oregon parent ran farm world war ii remov portland assembl center oregon instead go concentr camp move famili nearbi farm labor camp war eventu return oregon,negative
92,nisei male born gresham oregon grew greshamtroutdal area parent ran farm world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp attend colleg briefli utah return home gresham,negative
93,nisei male born januari seattl washington grew jackson street neighborhood seattl washington incarcer puyallup assembl center washington tule lake concentr camp california resettl seattl former teacher varsiti basketbal coach seattl franklin high school administr seattl central commun colleg,positive
94,nisei femal born march brook oregon grew brook parent ran farm world war ii remov tule lake concentr camp california transfer minidoka concentr camp idaho war return oregon remain portland,neutral
95,nisei femal born berkeley california world war ii remov tanforan assembl center california topaz concentr camp utah war return berkeley,negative
96,nisei femal born januari one four sister grew near lo angel california parent ran nurseri busi follow bomb pearl harbor remov manzanar concentr camp california follow war return lo angel,positive
97,nisei male born januari colusa california rais ault colorado famili oper produc sugar beet farm assum respons farm age father suffer debilit accid draft armi basic train camp robinson arkansa transfer fort riley kansa attend second basic train camp shelbi mississippi presid roosevelt activ nd regiment combat team sever injur guard german pow alabama war move south texa oper sever farm open bowl alley,neutral
98,nisei male born lo angel california grew lo angel parent ran farm father becam garden world war ii remov manzanar concentr camp california left camp finish high school chicago illinoi attend colleg minneapoli minnesota draft militari eventu return lo angel establish career industri design,positive
99,nisei male born januari seattl washington spent prewar year seattl nihonmachiyesl terrac area incarcer puyallup assembl center washington minidoka concentr camp idaho draft militari intellig servic mi postwar command nisei veteran committe nvc,negative
100,kibei male born august child sent live japan father pas attend school japan draft japanes militari u occup reunit brother serv militari intellig servic,positive
101,nisei male born april lo angel california grew california prior world war ii remov manzanar concentr camp california war left manzanar live variou locat eventu settl new york california mr fukuhara promin artist,positive
102,yonsei male born februari lo angel california grew lo angel graduat colleg took famili prestigi mortuari busi activ sever commun organ lo angel littl tokyo includ nisei week japanes american nation museum,neutral
103,nisei femal born septemb seattl washington younger sister three younger brother father riichiro fukano employ orient trade compani bookkeep seattl oper dri clean busi mother kiyono miyama fukano seamstress learn dressmak mother help shop famili live upstair shop neighborhood japanes american famili patern grandfath grandmoth join household live eleven year return japan father serv mani year secretari japanes chamber commerc mother serv presid buddhist woman associ graduat lincoln high school attend univers washington one year attend school japan one year live fukuoka ken serv interpret charl lindbergh yasha heifetz notabl visitor marri william owari fukui issei husband also dri clean busi son born move back parent hous along husband son order togeth mother brother incarcer puyallup assembl center may father pick earlier fbi decemb detain intern separ incarcer minidoka concentr camp son attend nurseri school minidoka husband work releas indefinit leav husband son reloc detroit mi car vandal burglar minidoka camp drive back seattl protest lack assist minidoka concentr camp staff husband start anoth dri clean busi seattl overcom discrimin financ retir dri clean busi volunt work child hospit seattl year provid home care two half year husband suffer sever stroke death provid volunt servic seattl keiro six half year,positive
104,nisei femal born march montebello california live sever place southern california father flower grower world war ii remov manzanar concentr camp california marri child camp left manzanar chicago illinoi,positive
105,nisei male born februari lo angel california grew lo angel father custodi work world war ii remov manzanar concentr camp california finish high school manzanar left camp attend drake colleg de moin iowa draft militari serv medic nd regiment combat team europ,positive
106,yuriko furubayashi born januari waimea hawaii one ten child famili father come hawaii hiroshima mid contract worker pineappl plantat grew veget kept chicken around hous help feed famili mother cook japanes food part meat hard come mani cowork plantat japanes yuriko use go afterschool school honganji cowork child peer public school includ filipino chine polynesian portugues haol ten year old uncl aunt lo angel success owner olymp hotel took japan childless plan make yuriko famili heir yuriko quickli adjust life japan graduat high school work airplan factori bomb drop hiroshima although injur irradi walk citi day look aunt uncl entir citi still fire saw mani corp peopl sever nuclear burn lost one uncl bomb also visit friend work orphanag struck mani child lost parent bomb went hawaii see parent thank arrang made brother come japan part u occup forc decid want go back hiroshima memori destruct depress studi regain english work sister bakeri near kahoku marri baker becam success owner anoth bakeri name oldest son yuriko somewhat worri radiat effect pregnant first child gain hibakusha techo certif survivorhood issu japanes govern also regularli attend biannual health checkup conduct japanes physician american survivor,positive
107,sansei femal born decemb topaz concentr camp utah prior world war ii parent live work alameda california world war ii famili sent tanforan assembl center california topaz concentr camp utah war famili return alameda judi grew live work san francisco time eventu return alameda famili long involv japanes american commun,positive
108,nisei femal born march san jose california prior world war ii sent father live japan rel remain japan war attend school work airplan part factori support japanes war effort eventu return unit state san jose,positive
109,nisei male grew hilo hawaii veterinari student kansa state univers japan bomb pearl harbor volunt militari intellig servic serv burma merril maraud,neutral
110,sansei male born novemb lo angel california world war ii father tuberculosi sanitarium taken tule lake concentr camp california mother sent santa anita assembl center california jerom concentr camp arkansa parent met chicago illinoi leav camp jeff grew lo angel area eventu attend ucla becam involv variou polit civil right caus join staff gidra becam programm rais famili eventu move hawaii work hawaii medic servic associ,positive
111,ana tanaka dr kyle kinoshita interview gabriel kazuko nomura gainor gainor mixedrac gosei fifth gener japanes american repres next gener mixedrac nikkei activist artist use skill platform rais voic bring issu bipoc legaci social justic tabl seattl jacl board member staff worker seattl opera accomplish dancer journalist commun activist gainor coordin workshop exhibit perform onlin discus seri activ,positive
112,born wilmington delawar redress movement work depart justic offic redress administr os establish identifi administ repar payment elig individu work program manag analyst special verif unit os leav os follow brief stint higher educ return depart justic civil right divis part oralitig support servic group addit serv justic manag divis budget staff part inaugur leadership excel achiev program leap cohort current deputi director administr offic administr offic justic program ojp ojp provid innov leadership feder state local tribal justic system dissemin stateofth art knowledg practic across america provid grant implement crime fight strategi also serv director busi resourc divis brd,positive
113,nisei femal born may milwauki oregon marri bomb pearl harbor two child world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp return milwauki husband start laundri busi,negative
114,nisei femal born june alameda california age three japan bomb pearl harbor decemb remov famili tanforan assembl center california topaz concentr camp utah camp father volunt nd regiment combat team mother answer ad camp newspap move jean ranch own duvenick famili known social justic activ eventu return oakland california area,positive
115,sansei femal born octob compton california infant taken famili manzanar concentr camp california govern issu socal loyalti questionnair famili transfer tule lake concentr camp california leav camp live ten year farm labor camp island outsid stockton eventu end live san fernando valley becam activ japanes american citizen leagu,positive
116,kibei nisei coupl kikuno born unit state move japan famili father pas away lead world war ii uncl sent kikuno brother back unit state rais foster care northern california world war ii kikuno sent missionari minidoka concentr camp idaho mitsuo born unit state sent live uncl japan return u world war ii sent amach concentr camp colorado coupl met chicago war,positive
117,kibei nisei coupl kikuno born unit state move japan famili father pas away lead world war ii uncl sent kikuno brother back unit state rais foster care northern california world war ii kikuno sent missionari minidoka concentr camp idaho mitsuo born unit state sent live uncl japan return u world war ii sent amach concentr camp colorado coupl met chicago war,positive
118,nisei femal born may sacramento california world war ii sent famili sacramento assembl center california tule lake concentr camp california due father refus answer socal loyalti question famili remain tule lake turn segreg center subject violent attack harass kazi famili abl leav camp philadelphia,negative
119,kibei male grew kona hawaii bomb pearl harbor volunt militari intellig instructor languag school camp savag head oral languag divis,neutral
120,nisei femal born septemb seattl washington parent oper store sanitari market known pike place market father activ kenjinkai prefectur organ activ world war ii spent prewar childhood among seattl japanes american commun incarcer puyallup assembl center washington minidoka concentr camp idaho one first japanes american famili return seattl war,positive
121,white femal born juli seattl washington grew seattl father gene boyd work seattl park depart gene boyd athlet director collin field hous close relationship member japanes american commun seattl notabl world war ii gene boyd donat athlet equip japanes american youth held puyallup assembl center washington,negative
122,nisei male born june grew portland oregon japan bomb pearl harbor receiv permit remain portland mass remov translat father hospit rejoin famili went minidoka concentr camp idaho leav camp return portland,neutral
123,nisei femal born juli portland oregon grew portland father own cloth store world war ii remov portland assembl center oregon minidoka concentr camp idaho leav camp live time ame iowa detroit michigan return oregon rais famili,positive
124,nisei femal born march hilo hawaii grew hilo father work japaneselanguag newspap follow bomb pearl harbor father arrest detain kilauea militari camp sand island intern camp war attend univers hawaii return hilo,negative
125,nisei male born may san gabriel california grew covina area california parent ran farm world war ii remov pomona assembl center heart mountain concentr camp wyom leav camp return california,negative
126,nisei femal born juli san gabriel california spent childhood lo angel father oper shoe repair busi groceri store famili remov santa anita assembl center california amach concentr camp colorado resettl denver war work sever busi japantown marri open greenhous flower shop husband,negative
127,nisei male born octob japan parent visit famili came u three month old grew termin island california bomb pearl harbor pick along issei father taken fort lincoln bismarck north dakota transfer fort lincoln santa anita assembl center california rohwer concentr camp arkansa leav camp work variou place around countri join militari intellig servic eventu return california,neutral
128,nisei male born march penryn california spent childhood san jose california remov santa anita assembl center california heart mountain concentr camp wyom serv militari end world war ii return california open own busi georg servic center san jose japantown follow world war ii,positive
129,geri handa born san jose california studi earli school social welfar univers california lo angel focu commun organ social servic senior join asian commun action san jose work keiro nurs home lo angel still attend school earli handa becam involv friend hibakusha group creat support u survivor atom bomb sinc one activ member organ sansei handa work sansei lawyer attorney took interest u hibakusha civil right viewpoint includ donald k tamaki whose oral histori part collect work repres asian law allianc asian law caucu japanes american citizen leagu order secur u govern recognit u survivor although effort ultim fail handa say remark u survivor gain recognit support treat radiat ill japanes govern key organ medic checkup conduct japanes physician san francisco everi year sinc throughout interview handa emphas import commun engag multicultur last connect made work u hibakusha,negative
130,white male born octob hoboken new jersey educ histori ba phd univers california santa barbara work histori professor histori asian american studi california state univers fullerton present visit professor california polytechn state univers san lui obispo editor oral histori review presid southwest oral histori associ presid oral histori associ senior historian japanes american nation museum public coeditor reflect shatter window promis prospect asian american studi pullman wa washington state univers press editor japanes american evacu world war ii oral histori project five part evacue administr analyst resist guard townspeopl munich ger k g saur awardshonor jame v mink oral histori award southwest oral histori associ outstand teacher award colleg human social scienc california state univers fullerton distinguish faculti member colleg human social studi california state univers fullerton,positive
